Label,area_0,area_1,area_2,area_3,area_4
Parasitized,181.5,17370,0,0,0
Parasitized,14361,0,0,0,0
Parasitized,194.5,251,13536.5,0,0
Parasitized,221.5,172,598,9510.5,0
Parasitized,263.5,69,9394,0,0
Parasitized,150.5,11761,0,0,0
Parasitized,182,12543,0,0,0
Parasitized,178,9169.5,0,0,0
Parasitized,136.5,81.5,12158,0,0
Parasitized,47.5,183,10633,0,0
Parasitized,52,185,19.5,10704.5,0
Parasitized,123.5,32,7932,0,0
Parasitized,22.5,103.5,177.5,83,54.5
Parasitized,183.5,9399.5,0,0,0
Parasitized,171,184.5,287,2,12020
Parasitized,102,203.5,11192.5,0,0
Parasitized,237.5,7473,0,0,0
Parasitized,140,202.5,61.5,11821.5,0
Parasitized,105.5,10,302.5,7419.5,0
Parasitized,81,89.5,11342.5,0,0
Parasitized,135.5,16582,0,0,0
Parasitized,200,22.5,12218,0,0
Parasitized,20,23.5,14632,0,0
Parasitized,92,182,9963.5,0,0
Parasitized,77.5,64,9788.5,0,0
Parasitized,99,144,12031.5,0,0
Parasitized,240.5,15306,0,0,0
Parasitized,2,78,11820,0,0
Parasitized,5.5,0,11.5,6457,0
Parasitized,10,254.5,10844,0,0
Parasitized,14632,0,0,0,0
Parasitized,12.5,1595,9602,0,0
Parasitized,34.5,195,7593.5,0,0
Parasitized,360,9541.5,0,0,0
Parasitized,121,11718,0,0,0
Parasitized,36.5,61.5,12595,0,0
Parasitized,181.5,10558,0,0,0
Parasitized,158.5,16003,0,0,0
Parasitized,219,12873.5,0,0,0
Parasitized,233,12224.5,0,0,0
Parasitized,218.5,4,12845,0,0
Parasitized,88,107.5,10892.5,0,0
Parasitized,294,9403,0,0,0
Parasitized,111,47,14622,0,0
Parasitized,12.5,60,226.5,104,1.5
Parasitized,11021,0,0,0,0
Parasitized,228,11895.5,0,0,0
Parasitized,106,187.5,24.5,13170.5,0
Parasitized,203,107.5,459,22,9008.5
Parasitized,27.5,21.5,106,1271.5,30.5
Parasitized,204.5,13957,0,0,0
Parasitized,159.5,4,4,194,11882
Parasitized,9106.5,0,0,0,0
Parasitized,161,15766.5,0,0,0
Parasitized,13.5,36.5,143.5,14327.5,0
Parasitized,8,123,8783,0,0
Parasitized,62,11239,0,0,0
Parasitized,69,11203.5,0,0,0
Parasitized,85.5,104,9917,0,0
Parasitized,65.5,9446.5,0,0,0
Parasitized,160.5,13839,0,0,0
Parasitized,6983,0,0,0,0
Parasitized,12.5,6519,0,0,0
Parasitized,9760,0,0,0,0
Parasitized,111,12807.5,0,0,0
Parasitized,126,9887,0,0,0
Parasitized,76.5,55.5,11535.5,0,0
Parasitized,156,10441,0,0,0
Parasitized,144.5,11.5,13748.5,0,0
Parasitized,159.5,14131.5,0,0,0
Parasitized,9706,0,0,0,0
Parasitized,19.5,156,506,7357.5,0
Parasitized,170,12961,0,0,0
Parasitized,117,15471.5,0,0,0
Parasitized,12186,0,0,0,0
Parasitized,108,11369.5,0,0,0
Parasitized,8016,1,0,0,0
Parasitized,168,12818.5,0,0,0
Parasitized,10360,0,0,0,0
Parasitized,13058,0,0,0,0
Parasitized,15,171,141,15,12699.5
Parasitized,16.5,253,28.5,6575,0
Parasitized,157.5,110.5,64.5,13939,0
Parasitized,35.5,114.5,11726.5,0,0
Parasitized,111,9129,0,0,0
Parasitized,194,9045.5,0,0,0
Parasitized,385.5,0,7781.5,0,0
Parasitized,138.5,11861.5,0,0,0
Parasitized,163.5,11059,0,0,0
Parasitized,197.5,182,11451.5,0,0
Parasitized,528,9995,0,0,0
Parasitized,113.5,130,11620,0,0
Parasitized,12.5,2,18,952.5,12566
Parasitized,131.5,9592,0,0,0
Parasitized,13.5,193,10743.5,0,0
Parasitized,12.5,128,12122,0,0
Parasitized,1.5,0,5203,0,0
Parasitized,875,10,132,8603,0
Parasitized,45,311,217,49,8773
Parasitized,149,14033.5,0,0,0
Parasitized,185,201.5,11546.5,0,0
Parasitized,10040,0,0,0,0
Parasitized,24,134,10099,0,0
Parasitized,11.5,102,13493,0,0
Parasitized,102,89.5,13123.5,0,0
Parasitized,106,91.5,10959,0,0
Parasitized,202.5,8359,0,0,0
Parasitized,128,14113.5,0,0,0
Parasitized,21,10721,0,0,0
Parasitized,206.5,10334,0,0,0
Parasitized,164,11956,0,0,0
Parasitized,301,331.5,155,115.5,6592.5
Parasitized,83,39,109.5,11488.5,0
Parasitized,126.5,13722,0,0,0
Parasitized,186.5,49.5,9265,0,0
Parasitized,44,207.5,188,9528.5,0
Parasitized,125,8.5,13814.5,0,0
Parasitized,50,62,112,15,13073
Parasitized,536,193.5,153.5,11702,0
Parasitized,13950,0,0,0,0
Parasitized,47,1410,6340,0,0
Parasitized,99.5,97,14813,0,0
Parasitized,63,70,129.5,27,13146
Parasitized,88.5,7854,0,0,0
Parasitized,133,14575,0,0,0
Parasitized,16,10,2,784,209.5
Parasitized,1155,11114.5,0,0,0
Parasitized,131.5,9319,0,0,0
Parasitized,156.5,5842,0,0,0
Parasitized,12441.5,0,0,0,0
Parasitized,158,10695,0,0,0
Parasitized,54.5,106,18,111.5,70.5
Parasitized,20.5,10513,0,0,0
Parasitized,13.5,114,10933,0,0
Parasitized,52.5,3138.5,0,0,0
Parasitized,285,120,13129.5,0,0
Parasitized,62,16.5,11089.5,0,0
Parasitized,99.5,11799,0,0,0
Parasitized,145.5,10013.5,0,0,0
Parasitized,7172.5,0,0,0,0
Parasitized,56,84,10607.5,0,0
Parasitized,180,12743.5,0,0,0
Parasitized,45,132,8908.5,0,0
Parasitized,135.5,11382.5,0,0,0
Parasitized,10546,0,0,0,0
Parasitized,9832.5,0,0,0,0
Parasitized,59,518.5,9187,0,0
Parasitized,177.5,9407.5,0,0,0
Parasitized,46,112,13043,0,0
Parasitized,579,11853,0,0,0
Parasitized,10984.5,0,0,0,0
Parasitized,7,139.5,9882,0,0
Parasitized,118.5,13183,0,0,0
Parasitized,51.5,108.5,13492,0,0
Parasitized,167.5,10342,0,0,0
Parasitized,39.5,14549.5,0,0,0
Parasitized,102,11058.5,0,0,0
Parasitized,17120.5,0,0,0,0
Parasitized,181.5,13658,0,0,0
Parasitized,50,202,10462.5,0,0
Parasitized,142.5,13219,0,0,0
Parasitized,68,11161.5,0,0,0
Parasitized,211.5,9531.5,0,0,0
Parasitized,185,279.5,9541.5,0,0
Parasitized,12.5,11407.5,0,0,0
Parasitized,141,13424.5,0,0,0
Parasitized,9528,0,0,0,0
Parasitized,27,10762.5,0,0,0
Parasitized,580,10828,0,0,0
Parasitized,144,121,12974,0,0
Parasitized,108.5,38,13055,0,0
Parasitized,379,81,494,11040.5,0
Parasitized,4502,0,0,0,0
Parasitized,187.5,11422,0,0,0
Parasitized,9390.5,0,0,0,0
Parasitized,113.5,55.5,12879.5,0,0
Parasitized,45,109,0.5,10,11662
Parasitized,58.5,759,9514.5,0,0
Parasitized,11439,0,0,0,0
Parasitized,129,9988,0,0,0
Parasitized,27,0.5,217,6618.5,0
Parasitized,67,4.5,6716,0,0
Parasitized,11.5,79.5,10944,0,0
Parasitized,81,6391.5,0,0,0
Parasitized,114,12544,0,0,0
Parasitized,306.5,10313,0,0,0
Parasitized,917.5,9075.5,0,0,0
Parasitized,0,167,12774.5,0,0
Parasitized,120,10710,0,0,0
Parasitized,80,9963.5,0,0,0
Parasitized,136.5,191,9197,0,0
Parasitized,17.5,168,9958.5,0,0
Parasitized,10,213,10420.5,0,0
Parasitized,5.5,14354.5,0,0,0
Parasitized,7.5,12.5,7.5,2,5.5
Parasitized,128.5,45,10020,0,0
Parasitized,157.5,11978,0,0,0
Parasitized,284.5,10,9277,0,0
Parasitized,162,12650.5,0,0,0
Parasitized,135,9347,0,0,0
Parasitized,148,11192.5,0,0,0
Parasitized,10,48.5,31,137.5,9463.5
Parasitized,220,11.5,191,12172.5,0
Parasitized,54.5,96.5,14256.5,0,0
Parasitized,0,0,3932.5,0,0
Parasitized,889,10213.5,0,0,0
Parasitized,74,20,10498.5,0,0
Parasitized,149,11991.5,0,0,0
Parasitized,154,12464,0,0,0
Parasitized,97,163.5,10035,0,0
Parasitized,109.5,12329,0,0,0
Parasitized,9791.5,0,0,0,0
Parasitized,10619.5,0,0,0,0
Parasitized,216,6274.5,0,0,0
Parasitized,139.5,12351,0,0,0
Parasitized,166.5,5644,0,0,0
Parasitized,263,25,5907,0,0
Parasitized,186,43,6773,0,0
Parasitized,7,34.5,202.5,7929,0
Parasitized,176.5,8810.5,0,0,0
Parasitized,29.5,6902.5,0,0,0
Parasitized,5,0,0,175,8704
Parasitized,142,215,7,13532,0
Parasitized,9388,0,0,0,0
Parasitized,89.5,63,13551,0,0
Parasitized,141.5,50,12186.5,0,0
Parasitized,147,11618.5,0,0,0
Parasitized,305,806,32.5,6494,0
Parasitized,63.5,14633,0,0,0
Parasitized,101,11322.5,0,0,0
Parasitized,52.5,334.5,5220,0,0
Parasitized,189,8022,0,0,0
Parasitized,0,7536,0,0,0
Parasitized,105,10169.5,0,0,0
Parasitized,15,50.5,11950,0,0
Parasitized,38,81,11473.5,0,0
Parasitized,100,12822,0,0,0
Parasitized,8196,0,0,0,0
Parasitized,80.5,44.5,9364,0,0
Parasitized,254.5,11891.5,0,0,0
Parasitized,171.5,22,8.5,53.5,6992
Parasitized,127.5,9071,0,0,0
Parasitized,191,93.5,59.5,8229.5,0
Parasitized,119.5,10554.5,0,0,0
Parasitized,74.5,140.5,7931.5,0,0
Parasitized,4771,0,0,0,0
Parasitized,118,11623,0,0,0
Parasitized,176.5,171,58.5,8791.5,0
Parasitized,78,11148.5,0,0,0
Parasitized,262.5,69,6752.5,0,0
Parasitized,169,11897.5,0,0,0
Parasitized,18.5,157.5,126,12895.5,0
Parasitized,177.5,46,10445.5,0,0
Parasitized,0,66.5,10460,0,0
Parasitized,112,11,0,0,59.5
Parasitized,124,114.5,13407.5,0,0
Parasitized,12697,0,0,0,0
Parasitized,88,8.5,9417.5,0,0
Parasitized,8851.5,0,0,0,0
Parasitized,103,9583.5,0,0,0
Parasitized,151,131.5,9051,0,0
Parasitized,59.5,36.5,9583.5,0,0
Parasitized,11441,0,0,0,0
Parasitized,108,8498.5,0,0,0
Parasitized,22.5,5854,0,0,0
Parasitized,64,13589.5,0,0,0
Parasitized,122,69.5,8525,0,0
Parasitized,117.5,12709,0,0,0
Parasitized,5.5,53.5,275,7855,0
Parasitized,597,13.5,10209.5,0,0
Parasitized,6,84,87.5,10944,0
Parasitized,91.5,8805.5,0,0,0
Parasitized,67,12401,0,0,0
Parasitized,40,544,8576,0,0
Parasitized,663.5,2,11552.5,0,0
Parasitized,166.5,8,240.5,218,12605.5
Parasitized,142.5,9981.5,0,0,0
Parasitized,134,13481,0,0,0
Parasitized,98.5,9870.5,0,0,0
Parasitized,103,12917,0,0,0
Parasitized,12.5,134,10191,0,0
Parasitized,44,22.5,143,518,27.5
Parasitized,455.5,178.5,14105.5,0,0
Parasitized,153.5,129,253,317,10580.5
Parasitized,128,11410,0,0,0
Parasitized,121,37,15005.5,0,0
Parasitized,121.5,1084.5,8133.5,0,0
Parasitized,28,63.5,13852.5,0,0
Parasitized,8.5,83.5,9666,0,0
Parasitized,205,12689.5,0,0,0
Parasitized,155.5,13248.5,0,0,0
Parasitized,319.5,8270.5,0,0,0
Parasitized,182.5,12039,0,0,0
Parasitized,166,12052.5,0,0,0
Parasitized,405,2004.5,12224,0,0
Parasitized,134,15155.5,0,0,0
Parasitized,36.5,5072,0,0,0
Parasitized,149.5,12163,0,0,0
Parasitized,92.5,57.5,11949.5,0,0
Parasitized,46.5,12100,0,0,0
Parasitized,94,100,8446.5,0,0
Parasitized,215,260.5,13024.5,0,0
Parasitized,149,357,13643,0,0
Parasitized,168.5,12704,0,0,0
Parasitized,118.5,8451,0,0,0
Parasitized,171.5,144.5,12208.5,0,0
Parasitized,10998.5,0,0,0,0
Parasitized,189,11657.5,0,0,0
Parasitized,103,8.5,11730.5,0,0
Parasitized,265,8862.5,0,0,0
Parasitized,169.5,13631,0,0,0
Parasitized,128.5,55.5,9683,0,0
Parasitized,235.5,13204.5,0,0,0
Parasitized,31.5,209.5,9630,0,0
Parasitized,274,9583,0,0,0
Parasitized,147,8951.5,0,0,0
Parasitized,125.5,7,9642,0,0
Parasitized,17,210.5,9034,0,0
Parasitized,120.5,48.5,101,11932,0
Parasitized,98,148.5,15769,0,0
Parasitized,204,9958.5,0,0,0
Parasitized,48.5,98.5,9032,0,0
Parasitized,241.5,49.5,9208.5,0,0
Parasitized,134.5,34,13632.5,0,0
Parasitized,25.5,169.5,8863,0,0
Parasitized,168,75,11557,0,0
Parasitized,24.5,140,15171.5,0,0
Parasitized,77,5.5,13232,0,0
Parasitized,171.5,213.5,10036,0,0
Parasitized,193,8216.5,0,0,0
Parasitized,74.5,7987.5,0,0,0
Parasitized,93.5,170,150,45,13961.5
Parasitized,10631,0,0,0,0
Parasitized,226.5,12208,0,0,0
Parasitized,124,7962.5,0,0,0
Parasitized,199.5,11915,0,0,0
Parasitized,23.5,115.5,10267,0,0
Parasitized,9183.5,0,0,0,0
Parasitized,12,145,6243,0,0
Parasitized,140.5,12741,0,0,0
Parasitized,165.5,11724,0,0,0
Parasitized,55,28.5,11262,0,0
Parasitized,485,5432,0,0,0
Parasitized,245.5,8875,0,0,0
Parasitized,106,63.5,8859.5,0,0
Parasitized,43,88.5,34.5,10206,0
Parasitized,167.5,2,8616.5,0,0
Parasitized,2,10,53.5,7959,0
Parasitized,204.5,4927,0,0,0
Parasitized,9.5,76.5,39.5,26,8492.5
Parasitized,218.5,8061,0,0,0
Parasitized,153,57.5,7353.5,0,0
Parasitized,131.5,12147,0,0,0
Parasitized,22.5,5.5,8775,0,0
Parasitized,132.5,9929,0,0,0
Parasitized,92.5,129,9262.5,0,0
Parasitized,130.5,10756.5,0,0,0
Parasitized,13874.5,0,0,0,0
Parasitized,149,8581.5,0,0,0
Parasitized,193,2,9724,0,0
Parasitized,181.5,9823.5,0,0,0
Parasitized,265,69,138,10779,0
Parasitized,161.5,179.5,9748,0,0
Parasitized,11734.5,0,0,0,0
Parasitized,186,94,27.5,10916,0
Parasitized,187,2,4,329.5,9714
Parasitized,150.5,11075.5,0,0,0
Parasitized,92.5,12765,0,0,0
Parasitized,76,151.5,10397,0,0
Parasitized,371.5,9150.5,0,0,0
Parasitized,144,7,5.5,9245,0
Parasitized,7851.5,0,0,0,0
Parasitized,42,7203.5,0,0,0
Parasitized,146.5,71,8640,0,0
Parasitized,94,101,125,273.5,10384
Parasitized,18.5,100.5,11409,0,0
Parasitized,58,175.5,8376.5,0,0
Parasitized,137.5,9725,0,0,0
Parasitized,18,147.5,6487,0,0
Parasitized,381.5,4725,0,0,0
Parasitized,43.5,11289.5,0,0,0
Parasitized,8420.5,0,0,0,0
Parasitized,14108,0,0,0,0
Parasitized,410.5,5345.5,0,0,0
Parasitized,8.5,9273,0,0,0
Parasitized,113,158,7986,0,0
Parasitized,176,135.5,9135,0,0
Parasitized,10553.5,0,0,0,0
Parasitized,219,153.5,11971,0,0
Parasitized,184.5,6,11304,0,0
Parasitized,6789.5,0,0,0,0
Parasitized,189,9275,0,0,0
Parasitized,8063,0,0,0,0
Parasitized,3242,0,0,0,0
Parasitized,72.5,101,9627,0,0
Parasitized,8,89,127.5,7556.5,0
Parasitized,24,220.5,7256,0,0
Parasitized,7,427.5,4,8.5,8313.5
Parasitized,217,45.5,2,2,195
Parasitized,10,25,9775.5,0,0
Parasitized,195.5,111,8013,0,0
Parasitized,66,383,7914,0,0
Parasitized,159,115.5,6245,0,0
Parasitized,6617,0,0,0,0
Parasitized,192.5,11834.5,0,0,0
Parasitized,128.5,13941,0,0,0
Parasitized,202.5,170,8941.5,0,0
Parasitized,229,307.5,7375,0,0
Parasitized,89,60.5,10012,0,0
Parasitized,18.5,217,7310.5,0,0
Parasitized,77.5,8497.5,0,0,0
Parasitized,233.5,8886,0,0,0
Parasitized,27.5,148.5,7272.5,0,0
Parasitized,197,8299.5,0,0,0
Parasitized,9837.5,0,0,0,0
Parasitized,45.5,165,5424,0,0
Parasitized,243,10384.5,0,0,0
Parasitized,3831,0,0,0,0
Parasitized,198.5,9367.5,0,0,0
Parasitized,29.5,313,8623.5,0,0
Parasitized,182,11,192.5,7268,0
Parasitized,97.5,51.5,10522.5,0,0
Parasitized,203.5,26,4,8724.5,0
Parasitized,164.5,12559,0,0,0
Parasitized,204,7971.5,0,0,0
Parasitized,278,157,12729,0,0
Parasitized,108.5,12486.5,0,0,0
Parasitized,16,166,8647.5,0,0
Parasitized,203,12413.5,0,0,0
Parasitized,244.5,6626.5,0,0,0
Parasitized,234.5,12043.5,0,0,0
Parasitized,68,89,10873.5,0,0
Parasitized,222,201.5,5483,0,0
Parasitized,118.5,61,119,81.5,10115
Parasitized,163,472,6229,0,0
Parasitized,150.5,8767.5,0,0,0
Parasitized,116,8515.5,0,0,0
Parasitized,197,8605,0,0,0
Parasitized,217.5,5018,0,0,0
Parasitized,79.5,91.5,11257.5,0,0
Parasitized,17,125,9388,0,0
Parasitized,32.5,133.5,9203,0,0
Parasitized,50.5,242.5,106,101,7782
Parasitized,130,26.5,9357.5,0,0
Parasitized,186.5,170.5,10872.5,0,0
Parasitized,177.5,2,11372,0,0
Parasitized,33,255.5,11824.5,0,0
Parasitized,33.5,110,8766,0,0
Parasitized,439.5,2,4519,0,0
Parasitized,128,34,23,11277.5,0
Parasitized,11750.5,0,0,0,0
Parasitized,100,107.5,206.5,327.5,5.5
Parasitized,41.5,118.5,8597,0,0
Parasitized,138,9012,0,0,0
Parasitized,269.5,187.5,10893,0,0
Parasitized,9826.5,0,0,0,0
Parasitized,67,10577.5,0,0,0
Parasitized,157.5,11306,0,0,0
Parasitized,85,110,9083,0,0
Parasitized,135.5,178,67.5,7259,0
Parasitized,53,2,7815.5,0,0
Parasitized,80.5,9353.5,0,0,0
Parasitized,166.5,9014.5,0,0,0
Parasitized,21.5,10367,0,0,0
Parasitized,9432,0,0,0,0
Parasitized,37,166.5,11914,0,0
Parasitized,2,79,9092.5,0,0
Parasitized,142.5,35,206,7856.5,0
Parasitized,168,25.5,12086.5,0,0
Parasitized,135.5,9998,0,0,0
Parasitized,112,33.5,6471,0,0
Parasitized,150,15.5,10959,0,0
Parasitized,9031,0,0,0,0
Parasitized,166.5,9619,0,0,0
Parasitized,63.5,12112,0,0,0
Parasitized,9568,0,0,0,0
Parasitized,343,9934.5,0,0,0
Parasitized,0.5,176,9991.5,19.5,0
Parasitized,8.5,271,9485.5,0,0
Parasitized,72,117.5,9366.5,0,0
Parasitized,107.5,9006.5,0,0,0
Parasitized,201.5,8280,0,0,0
Parasitized,140,12046.5,0,0,0
Parasitized,260,9447.5,0,0,0
Parasitized,53,49.5,118.5,122,10559.5
Parasitized,143.5,12933,0,0,0
Parasitized,4116,0,0,0,0
Parasitized,75.5,9703,0,0,0
Parasitized,28.5,113,91,9514.5,0
Parasitized,181.5,11274,0,0,0
Parasitized,170.5,13249.5,0,0,0
Parasitized,134,10861.5,0,0,0
Parasitized,67.5,97,12452,0,0
Parasitized,111,66,10295,0,0
Parasitized,170.5,10434.5,0,0,0
Parasitized,102.5,108,11212,0,0
Parasitized,43.5,129,7022.5,0,0
Parasitized,123,11718,0,0,0
Parasitized,25,55.5,10602.5,0,0
Parasitized,146,7706,0,0,0
Parasitized,22,124.5,9430.5,0,0
Parasitized,139,108,10115.5,0,0
Parasitized,166,14481,0,0,0
Parasitized,180,11031,0,0,0
Parasitized,284.5,14442,0,0,0
Parasitized,10,208.5,241,15213,0
Parasitized,10531,0,0,0,0
Parasitized,40,157,6793.5,0,0
Parasitized,41.5,124.5,10055.5,0,0
Parasitized,100,11086.5,0,0,0
Parasitized,12,10,122,8283.5,0
Parasitized,77.5,10492.5,0,0,0
Parasitized,74,13157,0,0,0
Parasitized,8093.5,0,0,0,0
Parasitized,135,9509.5,0,0,0
Parasitized,122,11587,0,0,0
Parasitized,111,17661.5,0,0,0
Parasitized,183,10502,0,0,0
Parasitized,118.5,11099,0,0,0
Parasitized,62.5,9111.5,0,0,0
Parasitized,142.5,14755,0,0,0
Parasitized,138.5,10265,0,0,0
Parasitized,4,77.5,11184,0,0
Parasitized,203,12491,0,0,0
Parasitized,58,35.5,8947.5,0,0
Parasitized,85,9992.5,0,0,0
Parasitized,114.5,14.5,10807.5,0,0
Parasitized,138,63,8880.5,0,0
Parasitized,164.5,14140.5,0,0,0
Parasitized,235,12470,0,0,0
Parasitized,161.5,11733,0,0,0
Parasitized,149.5,10708.5,0,0,0
Parasitized,169.5,11493.5,0,0,0
Parasitized,126.5,14046,0,0,0
Parasitized,170,11033.5,0,0,0
Parasitized,54,27.5,73,9448,0
Parasitized,105,7,13076.5,0,0
Parasitized,140,14815,0,0,0
Parasitized,183.5,8993,0,0,0
Parasitized,81.5,11785,0,0,0
Parasitized,324.5,9154.5,0,0,0
Parasitized,8490,0,0,0,0
Parasitized,227,7321,0,0,0
Parasitized,12.5,57,10738,0,0
Parasitized,15,229.5,38,11541,0
Parasitized,11,138,12222.5,0,0
Parasitized,154.5,11025.5,0,0,0
Parasitized,187.5,22186.5,0,0,0
Parasitized,134.5,8903,0,0,0
Parasitized,133.5,11698,0,0,0
Parasitized,153,10220,0,0,0
Parasitized,82.5,11101.5,0,0,0
Parasitized,145.5,9051,0,0,0
Parasitized,100,10875.5,0,0,0
Parasitized,13153.5,0,0,0,0
Parasitized,121.5,10385,0,0,0
Parasitized,223.5,9766,0,0,0
Parasitized,124.5,11348.5,0,0,0
Parasitized,215.5,16372.5,0,0,0
Parasitized,76.5,9603.5,0,0,0
Parasitized,244,7595.5,0,0,0
Parasitized,112.5,158.5,13542.5,0,0
Parasitized,36.5,119.5,8531,0,0
Parasitized,137.5,17.5,2,4,8428.5
Parasitized,144,11642,0,0,0
Parasitized,121.5,108.5,9065,0,0
Parasitized,191.5,8756.5,0,0,0
Parasitized,179,11550,0,0,0
Parasitized,247,64.5,76.5,10259,0
Parasitized,179.5,12057,0,0,0
Parasitized,106,62,10198,0,0
Parasitized,197,9274.5,0,0,0
Parasitized,134.5,9723.5,0,0,0
Parasitized,9018.5,0,0,0,0
Parasitized,9836.5,0,0,0,0
Parasitized,37,10195,0,0,0
Parasitized,5962.5,0,0,0,0
Parasitized,10,12,180.5,7642.5,0
Parasitized,9655,0,0,0,0
Parasitized,29.5,133,11095.5,0,0
Parasitized,7,155,11151.5,0,0
Parasitized,133.5,51.5,11442.5,0,0
Parasitized,94,11297,0,0,0
Parasitized,208,10758,0,0,0
Parasitized,136,10062.5,0,0,0
Parasitized,106,7962.5,0,0,0
Parasitized,63.5,143.5,11186.5,0,0
Parasitized,70,10277,0,0,0
Parasitized,109,12,107.5,8548.5,0
Parasitized,10782.5,0,0,0,0
Parasitized,165.5,13034,0,0,0
Parasitized,82,11236,0,0,0
Parasitized,104,48,101,33,11893.5
Parasitized,146.5,8081.5,0,0,0
Parasitized,102,9773.5,0,0,0
Parasitized,11058.5,0,0,0,0
Parasitized,181,9496.5,0,0,0
Parasitized,53.5,7805.5,0,0,0
Parasitized,101,7858,0,0,0
Parasitized,138.5,9039,0,0,0
Parasitized,55,12169,0,0,0
Parasitized,72.5,39,11001,0,0
Parasitized,31,71,8020.5,0,0
Parasitized,31.5,100,14112.5,0,0
Parasitized,115,7982,0,0,0
Parasitized,104,30,8738.5,0,0
Parasitized,103,64.5,10042,0,0
Parasitized,13.5,73.5,8648,0,0
Parasitized,185,7247.5,0,0,0
Parasitized,273.5,12205,0,0,0
Parasitized,184.5,8863.5,0,0,0
Parasitized,136,10843,0,0,0
Parasitized,146.5,11391,0,0,0
Parasitized,166,11085,0,0,0
Parasitized,70,90.5,50.5,9646.5,0
Parasitized,7,196,12344.5,0,0
Parasitized,150.5,10805,0,0,0
Parasitized,7,124,10947.5,0,0
Parasitized,169.5,10103.5,0,0,0
Parasitized,127.5,11440.5,0,0,0
Parasitized,40,379.5,131,10507,0
Parasitized,129.5,8975.5,0,0,0
Parasitized,44,8526,0,0,0
Parasitized,69.5,13.5,9952.5,0,0
Parasitized,152,13794.5,0,0,0
Parasitized,152.5,55,11422,0,0
Parasitized,64,52.5,11038,0,0
Parasitized,114.5,10004.5,0,0,0
Parasitized,7,13042.5,0,0,0
Parasitized,288,30.5,4,123.5,14866.5
Parasitized,10492.5,0,0,0,0
Parasitized,236.5,21.5,202,8820.5,0
Parasitized,266,156.5,37.5,11999,0
Parasitized,110,11091,0,0,0
Parasitized,111,4,9864,0,0
Parasitized,14435.5,0,0,0,0
Parasitized,13837.5,0,0,0,0
Parasitized,7843.5,0,0,0,0
Parasitized,8.5,17538.5,0,0,0
Parasitized,298,14916.5,0,0,0
Parasitized,63.5,16940,0,0,0
Parasitized,20.5,10,96.5,11618,0
Parasitized,38,16864,0,0,0
Parasitized,72,18686,0,0,0
Parasitized,77,12634.5,0,0,0
Parasitized,44,1044,13552.5,0,0
Parasitized,18729,0,0,0,0
Parasitized,93.5,13734.5,0,0,0
Parasitized,58,14452,0,0,0
Parasitized,347,14900,0,0,0
Parasitized,14892,0,0,0,0
Parasitized,295.5,15723,0,0,0
Parasitized,48,17637,0,0,0
Parasitized,124,11736.5,0,0,0
Parasitized,103.5,12788.5,0,0,0
Parasitized,2,24.5,11173.5,0,0
Parasitized,104,13580,0,0,0
Parasitized,166.5,719.5,5086.5,0,0
Parasitized,33,117,13106.5,0,0
Parasitized,99,13866,0,0,0
Parasitized,111.5,27,12796.5,0,0
Parasitized,149,25,8799.5,0,0
Parasitized,69,49,12729.5,0,0
Parasitized,12244,0,0,0,0
Parasitized,2,10,1143.5,8802,0
Parasitized,127,12676.5,0,0,0
Parasitized,930,5.5,7825,0,0
Parasitized,28,90.5,12567.5,0,0
Parasitized,11.5,13555.5,0,0,0
Parasitized,189.5,16945,0,0,0
Parasitized,123.5,12392,0,0,0
Parasitized,161.5,16086.5,0,0,0
Parasitized,118.5,11465,0,0,0
Parasitized,228.5,11441.5,0,0,0
Parasitized,119,12355,0,0,0
Parasitized,2,11000,0,0,0
Parasitized,296,11438.5,0,0,0
Parasitized,90.5,13967.5,0,0,0
Parasitized,155.5,15506,0,0,0
Parasitized,163,12930.5,0,0,0
Parasitized,2,9,12779.5,0,0
Parasitized,149,13110.5,0,0,0
Parasitized,77,14856,0,0,0
Parasitized,131.5,2971.5,12983,0,0
Parasitized,264,190.5,9068.5,0,0
Parasitized,55.5,115,14153.5,0,0
Parasitized,125,12809,0,0,0
Parasitized,11728.5,0,0,0,0
Parasitized,9,185,11898,0,0
Parasitized,38.5,7,16.5,45.5,4
Parasitized,95.5,15671.5,0,0,0
Parasitized,195.5,30,98,65,11504.5
Parasitized,0,12608,0,0,0
Parasitized,147.5,13642.5,0,0,0
Parasitized,12341,0,0,0,0
Parasitized,94.5,6,43.5,12660.5,0
Parasitized,139.5,50.5,15181.5,0,0
Parasitized,146.5,14365,0,0,0
Parasitized,244,13354.5,0,0,0
Parasitized,228,15541.5,0,0,0
Parasitized,359.5,88,17145,0,0
Parasitized,226.5,11724,0,0,0
Parasitized,104,42.5,86,10846.5,0
Parasitized,7,1386,36,15001,0
Parasitized,142.5,14884.5,0,0,0
Parasitized,43.5,13372.5,0,0,0
Parasitized,113.5,11154.5,0,0,0
Parasitized,164,11441,0,0,0
Parasitized,10,12079,0,0,0
Parasitized,210,14274.5,0,0,0
Parasitized,204,9521.5,0,0,0
Parasitized,123.5,11228,0,0,0
Parasitized,122,17219.5,0,0,0
Parasitized,104,12258,0,0,0
Parasitized,87,55,13391.5,0,0
Parasitized,63,63,12593.5,0,0
Parasitized,142.5,203.5,12479.5,0,0
Parasitized,148.5,12857.5,0,0,0
Parasitized,52,185,13586.5,0,0
